abandon,abandoned
revise,revised
revisit,revisited
revitalize,revitalized
revive,revived
revivify,revivified
revoke,revoked
revolt,revolted
revolutionise,revolutionised
revolutionize,revolutionized
revolve,revolved
reward,rewarded
rewarm,rewarmed
rewash,rewashed
reweave,rewove
rewed,rewedded
reweigh,reweighed
rewind,rewound
rewire,rewired
reword,reworded
rework,reworked
rewrite,rewrote
rezone,rezoned
rhapsodize,rhapsodized
rhyme,rhymed
rib,ribbed
rice,riced
rick,ricked
ricochet,ricocheted
rid,rid
riddle,riddled
ride,rode
ridge,ridged
ridicule,ridiculed
riff,riffed
riffle,riffled
rifle,rifled
rift,rifted
rig,rigged
right,righted
rightsize,rightsized
rile,riled
rim,rimmed
rime,rimed
rinse,rinsed
riot,rioted
rip,ripped
ripen,ripened
ripost,riposted
riposte,riposted
ripple,rippled
rise,rose
risk,risked
rival,rivaled
rive,rived
rivet,riveted
roadblock,roadblocked
roam,roamed
roar,roared
roast,roasted
rob,robbed
robe,robed
robotize,robotized
rock,rocked
rocket,rocketed
roger,rogered
roil,roiled
roister,roistered
roll,rolled
rollick,rollicked
romance,romanced
romanticize,romanticized
romp,romped
roof,roofed
rook,rooked
room,roomed
roost,roosted
root,rooted
rope,roped
rosin,rosined
rot,rotted
rotate,rotated
rouge,rouged
rough,roughed
roughen,roughened
roughhouse,roughhoused
roughneck,roughnecked
round,rounded
rouse,roused
roust,rousted
rout,routed
route,routed
routinize,routinized
rove,roved
row,rowed
rowel,roweled
rub,rubbed
rubberize,rubberized
rubberneck,rubbernecked
rue,rued
ruff,ruffed
ruffle,ruffled
ruin,ruined
rule,ruled
rumba,rumbaed
rumble,rumbled
ruminate,ruminated
rummage,rummaged
rumor,rumored
rumour,rumoured
rumple,rumpled
run,ran
rupture,ruptured
rush,rushed
rust,rusted
rusticate,rusticated
rustle,rustled
rustproof,rustproofed
rut,rutted
sabotage,sabotaged
sack,sacked
sacrifice,sacrificed
sadden,saddened
saddle,saddled
safari,safaried
safeguard,safeguarded
sag,sagged
sail,sailed
salaam,salaamed
salivate,salivated
sally,sallied
salt,salted
salute,saluted
salvage,salvaged
salve,salved
samba,sambaed
sample,sampled
sanctify,sanctified
sanction,sanctioned
sand,sanded
sandbag,sandbagged
sandblast,sandblasted
sandpaper,sandpapered
sandwich,sandwiched
sanitize,sanitized
sap,sapped
sashay,sashayed
sass,sassed
sate,sated
satiate,satiated
satirize,satirized
satisfy,satisfied
saturate,saturated
sauce,sauced
sauna,saunaed
saunter,sauntered
saute,sauteed
savage,savaged
save,saved
savor,savored
savour,savoured
savvy,savvied
saw,sawed
say,said
scab,scabbed
scald,scalded
scale,scaled
scallop,scalloped
scalp,scalped
scam,scammed
scamper,scampered
scan,scanned
scandalize,scandalized
scant,scanted
scapegoat,scapegoated
scar,scarred
scare,scared
scarf,scarfed
scarify,scarified
scarp,scarped
scat,scatted
scatter,scattered
scavenge,scavenged
scent,scented
schedule,scheduled
scheme,schemed
schlep,schlepped
schlepp,schlepped
schmooze,schmoozed
school,schooled
schuss,schussed
scintillate,scintillated
scissor,scissored
scoff,scoffed
scold,scolded
scollop,scolloped
scoop,scooped
scoot,scooted
scope,scoped
scorch,scorched
score,scored
scorn,scorned
scotch,scotched
scour,scoured
scourge,scourged
scout,scouted
scowl,scowled
scrabble,scrabbled
scram,scrammed
scramble,scrambled
scrap,scrapped
scrape,scraped
scratch,scratched
scrawl,scrawled
scream,screamed
screech,screeched
screen,screened
screw,screwed
scribble,scribbled
scrimmage,scrimmaged
scrimp,scrimped
scrimshaw,scrimshawed
script,scripted
scroll,scrolled
scrounge,scrounged
scrub,scrubbed
scrunch,scrunched
scruple,scrupled
scrutinize,scrutinized
scuba,scubaed
scud,scudded
scuff,scuffed
scuffle,scuffled
scull,sculled
sculpt,sculpted
sculpture,sculptured
scum,scummed
scupper,scuppered
scurry,scurried
scuttle,scuttled
scythe,scythed
seal,sealed
seam,seamed
sear,seared
search,searched
season,seasoned
seat,seated
secede,seceded
seclude,secluded
second,seconded
secrete,secreted
section,sectioned
secularize,secularized
secure,secured
sedate,sedated
seduce,seduced
see,saw
seed,seeded
seek,sought
seem,seemed
seep,seeped
seesaw,seesawed
seethe,seethed
segment,segmented
segregate,segregated
segue,segued
seine,seined
seize,seized
select,selected
sell,sold
semaphore,semaphored
send,sent
sensationalize,sensationalized
sense,sensed
sensitize,sensitized
sentence,sentenced
sentimentalize,sentimentalized
separate,separated
sepulcher,sepulchered
sepulchre,sepulchred
sequence,sequenced
sequester,sequestered
sequestrate,sequestrated
serenade,serenaded
serialize,serialized
sermonize,sermonized
serve,served
service,serviced
set,set
settle,settled
sever,severed
sew,sewed
sex,sexed
shackle,shackled
shade,shaded
shadow,shadowed
shadowbox,shadowboxed
shaft,shafted
shag,shagged
shake,shook
shall,should
sham,shammed
shamble,shambled
shame,shamed
shampoo,shampooed
shanghai,shanghaied
shape,shaped
share,shared
sharecrop,sharecropped
sharp,sharped
sharpen,sharpened
shatter,shattered
shave,shaved
shear,sheared
sheath,sheathed
sheathe,sheathed
sheave,sheaved
shed,shed
sheer,sheered
shell,shelled
shellac,shellacked
shellack,shellacked
shelter,sheltered
shelve,shelved
shepherd,shepherded
shew,shewed
shield,shielded
shift,shifted
shill,shilled
shim,shimmed
shimmer,shimmered
shimmy,shimmied
shin,shinned
shine,shone
shingle,shingled
shinny,shinnied
ship,shipped
shipwreck,shipwrecked
shirk,shirked
shirr,shirred
shit,shit
shiver,shivered
shlep,shlepped
shlepp,shlepped
shoal,shoaled
shock,shocked
shoe,shod
shoehorn,shoehorned
shoo,shooed
shoot,shot
shop,shopped
shoplift,shoplifted
shore,shored
short,shorted
shortchange,shortchanged
shorten,shortened
shotgun,shotgunned
shoulder,shouldered
shout,shouted
shove,shoved
shovel,shoveled
show,showed
showboat,showboated
showcase,showcased
shower,showered
shred,shredded
shriek,shrieked
shrill,shrilled
shrimp,shrimped
shrink,shrank
shrive,shrived
shrivel,shriveled
shroud,shrouded
shrug,shrugged
shuck,shucked
shudder,shuddered
shuffle,shuffled
shun,shunned
shunt,shunted
shush,shushed
shut,shut
shutter,shuttered
shuttle,shuttled
shuttlecock,shuttlecocked
shy,shied
sic,sicked
sick,sicked
sicken,sickened
side,sided
sideline,sidelined
sidestep,sidestepped
sidestroke,sidestroked
sideswipe,sideswiped
sidetrack,sidetracked
sidle,sidled
sieve,sieved
sift,sifted
sigh,sighed
sight,sighted
sightread,sightread
sign,signed
signal,signaled
signalize,signalized
signify,signified
signpost,signposted
silence,silenced
silhouette,silhouetted
silkscreen,silkscreened
silt,silted
silver,silvered
simmer,simmered
simonize,simonized
simper,simpered
simplify,simplified
simulate,simulated
simulcast,simulcast
sin,sinned
sing,sang
singe,singed
single,singled
sink,sank
sip,sipped
siphon,siphoned
sire,sired
sit,sat
site,sited
situate,situated
size,sized
sizzle,sizzled
skate,skated
skateboard,skateboarded
skedaddle,skedaddled
sketch,sketched
skew,skewed
skewer,skewered
ski,skied
skid,skidded
skim,skimmed
skimp,skimped
skin,skinned
skip,skipped
skipper,skippered
skirmish,skirmished
skirt,skirted
skitter,skittered
skivvy,skivvied
skulk,skulked
skunk,skunked
sky,skied
skydive,skydived
skyjack,skyjacked
skylark,skylarked
skyrocket,skyrocketed
slab,slabbed
slack,slacked
slacken,slackened
slake,slaked
slalom,slalomed
slam,slammed
slander,slandered
slant,slanted
slap,slapped
slash,slashed
slate,slated
slather,slathered
slaughter,slaughtered
slave,slaved
slaver,slavered
slay,slew
sled,sledded
sledge,sledged
sledgehammer,sledgehammered
sleek,sleeked
sleep,slept
sleepwalk,sleepwalked
sleet,sleeted
sleigh,sleighed
slenderize,slenderized
slew,slewed
slice,sliced
slick,slicked
slide,slid
slight,slighted
slim,slimmed
sling,slung
slink,slunk
slip,slipped
slit,slit
slither,slithered
sliver,slivered
slobber,slobbered
slog,slogged
slop,slopped
slope,sloped
slosh,sloshed
slot,slotted
slouch,slouched
slough,sloughed
slow,slowed
slue,slued
slug,slugged
sluice,sluiced
slum,slummed
slumber,slumbered
slump,slumped
slur,slurred
slurp,slurped
smack,smacked
smart,smarted
smarten,smartened
smash,smashed
smear,smeared
smell,smelled
smelt,smelted
smile,smiled
smirch,smirched
smirk,smirked
smite,smote
smock,smocked
smoke,smoked
smolder,smoldered
smooch,smooched
smooth,smoothed
smother,smothered
smoulder,smouldered
smudge,smudged
smuggle,smuggled
snack,snacked
snaffle,snaffled
snag,snagged
snake,snaked
snap,snapped
snare,snared
snarl,snarled
snatch,snatched
sneak,sneaked
sneer,sneered
sneeze,sneezed
snicker,snickered
sniff,sniffed
sniffle,sniffled
snigger,sniggered
snip,snipped
snipe,sniped
snitch,snitched
snivel,sniveled
snooker,snookered
snoop,snooped
snooze,snoozed
snore,snored
snorkel,snorkeled
snort,snorted
snow,snowed
snowball,snowballed
snowboard,snowboarded
snowmobile,snowmobiled
snowplow,snowplowed
snowshoe,snowshoed
snub,snubbed
snuff,snuffed
snuffle,snuffled
snug,snugged
snuggle,snuggled
soak,soaked
soap,soaped
soar,soared
sob,sobbed
sober,sobered
socialize,socialized
sock,socked
sod,sodded
sodomize,sodomized
soften,softened
soil,soiled
sojourn,sojourned
solace,solaced
solder,soldered
soldier,soldiered
sole,soled
solemnify,solemnified
solemnize,solemnized
solicit,solicited
solidify,solidified
soliloquize,soliloquized
solo,soloed
solve,solved
somersault,somersaulted
somerset,somersetted
soothe,soothed
sop,sopped
sophisticate,sophisticated
sorrow,sorrowed
sort,sorted
sortie,sortied
sough,soughed
sound,sounded
soundproof,soundproofed
soup,souped
sour,soured
source,sourced
souse,soused
sow,sowed
space,spaced
spacewalk,spacewalked
spade,spaded
+spam,spammed
span,spanned
spangle,spangled
spank,spanked
spar,sparred
spare,spared
spark,sparked
sparkle,sparkled
spat,spatted
spatter,spattered
spawn,spawned
spay,spayed
speak,spoke
spear,speared
spearfish,spearfished
spearhead,spearheaded
spec,-spec'd
specialize,specialized
specify,specified
speck,specked
speckle,speckled
speculate,speculated
speed,sped
spell,spelled
spellbind,spellbound
+spellcheck,spellchecked
spend,spent
spew,spewed
spice,spiced
spiel,spieled
spike,spiked
spill,spilled
spin,spun
spindle,spindled
spiral,spiraled
spirit,spirited
spit,spit
spite,spited
splash,splashed
splat,splatted
splatter,splattered
splay,splayed
splice,spliced
splint,splinted
splinter,splintered
split,split
splotch,splotched
splurge,splurged
splutter,spluttered
spoil,spoiled
sponge,sponged
sponsor,sponsored
spoof,spoofed
spook,spooked
spool,spooled
spoon,spooned
spoor,spoored
spore,spored
sport,sported
spot,spotted
spotlight,spotlighted
spout,spouted
sprain,sprained
sprawl,sprawled
spray,sprayed
spread,spread
spring,sprang
sprinkle,sprinkled
sprint,sprinted
spritz,spritzed
sprout,sprouted
spruce,spruced
spume,spumed
spur,spurred
spurn,spurned
spurt,spurted
sputter,sputtered
spy,spied
squabble,squabbled
squall,squalled
squander,squandered
square,squared
squash,squashed
squat,squatted
squawk,squawked
squeak,squeaked
squeal,squealed
squeegee,squeegeed
squeeze,squeezed
squelch,squelched
squiggle,squiggled
squint,squinted
squire,squired
squirm,squirmed
squirrel,squirreled
squirt,squirted
squish,squished
stab,stabbed
stabilize,stabilized
stable,stabled
stack,stacked
staff,staffed
stage,staged
stagger,staggered
stagnate,stagnated
stain,stained
stake,staked
stale,staled
stalemate,stalemated
stalk,stalked
stall,stalled
stammer,stammered
stamp,stamped
stampede,stampeded
stanch,stanched
stand,stood
standardize,standardized
staple,stapled
star,starred
starch,starched
stare,stared
stargaze,stargazed
start,started
startle,startled
starve,starved
stash,stashed
state,stated
statement,statemented
station,stationed
staunch,staunched
stave,staved
stay,stayed
steady,steadied
steal,stole
steam,steamed
steamroll,steamrolled
steamroller,steamrollered
steel,steeled
steep,steeped
steepen,steepened
steer,steered
stem,stemmed
stencil,stenciled
step,stepped
stereotype,stereotyped
sterilize,sterilized
stet,stetted
stew,stewed
steward,stewarded
stick,stuck
stiff,stiffed
stiffen,stiffened
stifle,stifled
stigmatize,stigmatized
still,stilled
stimulate,stimulated
sting,stung
stink,stank
stint,stinted
stipple,stippled
stipulate,stipulated
stir,stirred
stitch,stitched
stock,stocked
stockade,stockaded
stockpile,stockpiled
stoke,stoked
stomach,stomached
stomp,stomped
stone,stoned
stonewall,stonewalled
stoop,stooped
stop,stopped
stopper,stoppered
stopple,stoppled
store,stored
storm,stormed
stow,stowed
straddle,straddled
strafe,strafed
straggle,straggled
straighten,straightened
straightjacket,straightjacketed
strain,strained
straiten,straitened
straitjacket,straitjacketed
strand,stranded
strangle,strangled
strangulate,strangulated
strap,strapped
stratify,stratified
stray,strayed
streak,streaked
stream,streamed
streamline,streamlined
strengthen,strengthened
stress,stressed
stretch,stretched
strew,strewed
stride,strode
strike,struck
string,strung
strip,stripped
stripe,striped
striptease,stripteased
strive,strove
stroke,stroked
stroll,strolled
strop,stropped
structure,structured
struggle,struggled
strum,strummed
strut,strutted
stub,stubbed
stucco,stuccoed
stud,studded
study,studied
stuff,stuffed
stultify,stultified
stumble,stumbled
stump,stumped
stun,stunned
stunt,stunted
stupefy,stupefied
stutter,stuttered
style,styled
stylize,stylized
stymie,stymied
stymy,stymied
sub,subbed
subcontract,subcontracted
subdivide,subdivided
subdue,subdued
subject,subjected
subjoin,subjoined
subjugate,subjugated
sublease,subleased
sublet,sublet
sublimate,sublimated
sublime,sublimed
submerge,submerged
submerse,submersed
submit,submitted
subordinate,subordinated
suborn,suborned
subpena,subpenaed
subpoena,subpoenaed
subscribe,subscribed
subside,subsided
subsidize,subsidized
subsist,subsisted
substantiate,substantiated
substitute,substituted
subsume,subsumed
subtitle,subtitled
subtotal,subtotaled
subtract,subtracted
subvert,subverted
succeed,succeeded
succor,succored
succour,succoured
succumb,succumbed
suck,sucked
sucker,suckered
suckle,suckled
suction,suctioned
sue,sued
suffer,suffered
suffice,sufficed
suffix,suffixed
suffocate,suffocated
suffuse,suffused
sugar,sugared
sugarcoat,sugarcoated
suggest,suggested
suit,suited
sulk,sulked
sully,sullied
sulphur,sulphured
sum,summed
summarize,summarized
summer,summered
summon,summoned
summons,summonsed
sun,sunned
sunbathe,sunbathed
sunburn,sunburned
sunder,sundered
suntan,suntanned
sup,supped
superannuate,superannuated
supercharge,supercharged
superimpose,superimposed
superintend,superintended
superpose,superposed
supersaturate,supersaturated
superscribe,superscribed
supersede,superseded
+supersize,supersized
supervene,supervened
supervise,supervised
supplant,supplanted
supplement,supplemented
supplicate,supplicated
supply,supplied
support,supported
suppose,supposed
suppress,suppressed
suppurate,suppurated
surcease,surceased
surcharge,surcharged
surf,surfed
surface,surfaced
surfboard,surfboarded
surfeit,surfeited
surge,surged
surmise,surmised
surmount,surmounted
surpass,surpassed
surplus,surplussed
surprise,surprised
surrender,surrendered
surround,surrounded
surtax,surtaxed
survey,surveyed
survive,survived
suspect,suspected
suspend,suspended
sustain,sustained
suture,sutured
swab,swabbed
swaddle,swaddled
swag,swagged
swagger,swaggered
swallow,swallowed
swamp,swamped
swank,swanked
swap,swapped
swarm,swarmed
swash,swashed
swat,swatted
swathe,swathed
sway,swayed
swear,swore
sweat,sweat
sweep,swept
sweeten,sweetened
swell,swelled
swelter,sweltered
swerve,swerved
swig,swigged
swill,swilled
swim,swam
swindle,swindled
swing,swung
swipe,swiped
swirl,swirled
swish,swished
switch,switched
swivel,swiveled
swob,swobbed
swoon,swooned
swoop,swooped
swoosh,swooshed
swop,swopped
syllabicate,syllabicated
syllabify,syllabified
symbolize,symbolized
sympathize,sympathized
sync,synced
synch,synched
synchronize,synchronized
syncopate,syncopated
syndicate,syndicated
synthesize,synthesized
syphon,syphoned
syringe,syringed
systematize,systematized
tab,tabbed
table,tabled
taboo,tabooed
tabu,tabued
tabulate,tabulated
tack,tacked
tackle,tackled
tag,tagged
tail,tailed
tailgate,tailgated
tailor,tailored
taint,tainted
take,took
talk,talked
tally,tallied
tallyho,tallyhoed
tame,tamed
tamp,tamped
tamper,tampered
tan,tanned
tangle,tangled
tango,tangoed
tank,tanked
tantalise,tantalised
tantalize,tantalized
tap,tapped
tape,taped
taper,tapered
tar,tarred
tare,tared
target,targeted
tarmac,tarmacked
tarnish,tarnished
tarry,tarried
+taser,tasered
task,tasked
tassel,tasseled
taste,tasted
tat,tatted
tatter,tattered
tattle,tattled
tattoo,tattooed
taunt,taunted
tauten,tautened
tax,taxed
taxi,taxied
teach,taught
team,teamed
teargas,teargassed
tease,teased
tee,teed
teem,teemed
teeter,teetered
teethe,teethed
telecast,telecast
telecommute,telecommuted
teleconference,teleconferenced
telegraph,telegraphed
telephone,telephoned
telescope,telescoped
televise,televised
telex,telexed
tell,told
temp,temped
temper,tempered
temporize,temporized
tempt,tempted
tenant,tenanted
tend,tended
tender,tendered
tenderize,tenderized
tenon,tenoned
tense,tensed
tent,tented
tenure,tenured
term,termed
terminate,terminated
terrace,terraced
terrify,terrified
terrorize,terrorized
tessellate,tessellated
test,tested
testify,testified
tether,tethered
+text,texted
texture,textured
thank,thanked
thatch,thatched
thaw,thawed
theorize,theorized
thicken,thickened
thieve,thieved
thin,thinned
think,thought
thirst,thirsted
thrall,thralled
thrash,thrashed
thread,threaded
threaten,threatened
thresh,threshed
thrill,thrilled
thrive,thrived
throb,throbbed
throng,thronged
throttle,throttled
throw,threw
thrum,thrummed
thrust,thrust
thud,thudded
thumb,thumbed
thump,thumped
thunder,thundered
thwack,thwacked
thwart,thwarted
tick,ticked
ticket,ticketed
tickle,tickled
tide,tided
tidy,tidied
tie,tied
tiff,tiffed
tighten,tightened
tile,tiled
till,tilled
tilt,tilted
timber,timbered
time,timed
timetable,timetabled
tin,tinned
tincture,tinctured
ting,tinged
tinge,tinged
tingle,tingled
tinker,tinkered
tinkle,tinkled
tinsel,tinseled
tint,tinted
tip,tipped
tipple,tippled
tiptoe,tiptoed
tire,tired
tithe,tithed
titillate,titillated
titivate,titivated
title,titled
titter,tittered
tittivate,tittivated
toady,toadied
toast,toasted
toboggan,tobogganed
toddle,toddled
toe,toed
tog,togged
toggle,toggled
toil,toiled
toilet,toileted
toke,toked
tolerate,tolerated
toll,tolled
tomahawk,tomahawked
tomb,tombed
tone,toned
tong,tonged
tongue,tongued
tonsure,tonsured
tool,tooled
toot,tooted
tootle,tootled
top,topped
topple,toppled
torch,torched
torment,tormented
torpedo,torpedoed
torque,torqued
torture,tortured
toss,tossed
tot,totted
total,totaled
tote,toted
totter,tottered
touch,touched
toughen,toughened
tour,toured
tousle,tousled
tout,touted
tow,towed
towel,toweled
tower,towered
toy,toyed
trace,traced
track,tracked
trade,traded
trademark,trademarked
traduce,traduced
traffic,trafficked
trail,trailed
train,trained
traipse,traipsed
tram,trammed
trammel,trammeled
tramp,tramped
trample,trampled
trampoline,trampolined
tranquilize,tranquilized
tranquillize,tranquillized
transact,transacted
transcend,transcended
transcribe,transcribed
transect,transected
transfer,transferred
transfigure,transfigured
transfix,transfixed
transform,transformed
transfuse,transfused
transgress,transgressed
transistorize,transistorized
transit,transited
transition,transitioned
translate,translated
transliterate,transliterated
transmigrate,transmigrated
transmit,transmitted
transmogrify,transmogrified
transmute,transmuted
transpire,transpired
transplant,transplanted
transport,transported
transpose,transposed
transship,transshipped
trap,trapped
trash,trashed
traumatize,traumatized
travail,travailed
travel,traveled
traverse,traversed
travesty,travestied
trawl,trawled
tread,trod
treadle,treadled
treasure,treasured
treat,treated
treble,trebled
tree,treed
trek,trekked
trellis,trellised
tremble,trembled
trench,trenched
trend,trended
trespass,trespassed
trial,trialled
triangulate,triangulated
trick,tricked
trickle,trickled
trifle,trifled
trigger,triggered
trill,trilled
trim,trimmed
trip,tripped
triple,tripled
triplicate,triplicated
trisect,trisected
triumph,triumphed
trivialize,trivialized
troll,trolled
tromp,tromped
troop,trooped
trot,trotted
trouble,troubled
troubleshoot,troubleshot
trounce,trounced
troupe,trouped
trow,trowed
trowel,troweled
truant,truanted
truck,trucked
truckle,truckled
trudge,trudged
true,trued
trump,trumped
trumpet,trumpeted
truncate,truncated
trundle,trundled
truss,trussed
trust,trusted
try,tried
tryst,trysted
tube,tubed
tuck,tucked
tucker,tuckered
tuft,tufted
tug,tugged
tumble,tumbled
tune,tuned
tunnel,tunneled
turbocharge,turbocharged
turf,turfed
turn,turned
tussle,tussled
tut,tutted
tutor,tutored
twaddle,twaddled
twang,twanged
tweak,tweaked
tweet,tweeted
+twerk,twerked
twiddle,twiddled
twig,twigged
twin,twinned
twine,twined
twinge,twinged
twinkle,twinkled
twirl,twirled
twist,twisted
twit,twitted
twitch,twitched
twitter,twittered
type,typed
typecast,typecast
typeset,typeset
typewrite,typewrote
typify,typified
tyrannize,tyrannized
ulcerate,ulcerated
ululate,ululated
ump,umped
umpire,umpired
unbar,unbarred
unbend,unbent
unbind,unbound
unblock,unblocked
unbolt,unbolted
unbosom,unbosomed
unbuckle,unbuckled
unburden,unburdened
unbutton,unbuttoned
uncap,uncapped
unchain,unchained
unclasp,unclasped
uncloak,uncloaked
unclog,unclogged
unclothe,unclothed
uncoil,uncoiled
uncork,uncorked
uncouple,uncoupled
uncover,uncovered
uncross,uncrossed
uncurl,uncurled
undeceive,undeceived
underachieve,underachieved
underact,underacted
underbid,underbid
undercharge,undercharged
undercoat,undercoated
undercut,undercut
underestimate,underestimated
underexpose,underexposed
underfeed,underfed
undergo,underwent
underlie,underlay
underline,underlined
undermine,undermined
underpay,underpaid
underpin,underpinned
underplay,underplayed
underrate,underrated
underscore,underscored
undersell,undersold
undershoot,undershot
undersign,undersigned
understand,understood
understate,understated
understudy,understudied
undertake,undertook
undervalue,undervalued
underwhelm,underwhelmed
underwrite,underwrote
undo,undid
undress,undressed
undulate,undulated
unearth,unearthed
unfasten,unfastened
unfetter,unfettered
unfit,unfitted
unfix,unfixed
unfold,unfolded
unfreeze,unfroze
+unfriend,unfriended
unfrock,unfrocked
unfurl,unfurled
unhand,unhanded
unharness,unharnessed
unhinge,unhinged
unhitch,unhitched
unhook,unhooked
unhorse,unhorsed
uniform,uniformed
unify,unified
+uninstall,uninstalled
unionize,unionized
unite,united
unitize,unitized
universalize,universalized
unlace,unlaced
unlatch,unlatched
unlearn,unlearned
unleash,unleashed
unlimber,unlimbered
unload,unloaded
unlock,unlocked
unloose,unloosed
unloosen,unloosened
unmake,unmade
unman,unmanned
unmask,unmasked
unnerve,unnerved
unpack,unpacked
unpin,unpinned
unplug,unplugged
unquote,unquoted
unravel,unraveled
unreel,unreeled
unroll,unrolled
unsaddle,unsaddled
unsay,unsaid
unscramble,unscrambled
unscrew,unscrewed
unseal,unsealed
unseat,unseated
unsettle,unsettled
unshackle,unshackled
unsheathe,unsheathed
unsnap,unsnapped
unsnarl,unsnarled
unstop,unstopped
unstrap,unstrapped
+unsubscribe,unsubscribed
untangle,untangled
untie,untied
untwist,untwisted
unveil,unveiled
unwind,unwound
unwrap,unwrapped
unyoke,unyoked
unzip,unzipped
up,upped
upbraid,upbraided
upchuck,upchucked
update,updated
upend,upended
upgrade,upgraded
uphold,upheld
upholster,upholstered
uplift,uplifted
upload,uploaded
uppercut,uppercut
upraise,upraised
uprear,upreared
uproot,uprooted
upset,upset
upstage,upstaged
upstart,upstarted
upsurge,upsurged
upthrust,upthrust
upturn,upturned
urbanize,urbanized
urge,urged
urinate,urinated
use,used
usher,ushered
usurp,usurped
utilize,utilized
utter,uttered
vacate,vacated
vacation,vacationed
vaccinate,vaccinated
vacillate,vacillated
vacuum,vacuumed
valet,valeted
validate,validated
valuate,valuated
value,valued
valve,valved
vamoose,vamoosed
vamp,vamped
van,vanned
vandalise,vandalised
vandalize,vandalized
vanish,vanished
vanquish,vanquished
+vape,vaped
vaporise,vaporised
vaporize,vaporized
variegate,variegated
varnish,varnished
vary,varied
vat,vatted
vault,vaulted
vaunt,vaunted
vector,vectored
veer,veered
veg,vegged
vegetate,vegetated
veil,veiled
vein,veined
vend,vended
veneer,veneered
venerate,venerated
vent,vented
ventilate,ventilated
venture,ventured
verbalize,verbalized
verge,verged
verify,verified
verse,versed
versify,versified
vest,vested
vet,vetted
veto,vetoed
vex,vexed
vibrate,vibrated
vice,viced
victimize,victimized
victual,victualed
video,videoed
videotape,videotaped
vie,vied
view,viewed
vignette,vignetted
vilify,vilified
vindicate,vindicated
violate,violated
visa,visaed
vise,vised
vision,visioned
visit,visited
visualize,visualized
vitalize,vitalized
vitiate,vitiated
vitrify,vitrified
vituperate,vituperated
vivify,vivified
vivisect,vivisected
vocalize,vocalized
vociferate,vociferated
voice,voiced
void,voided
volatilize,volatilized
volley,volleyed
volunteer,volunteered
vomit,vomited
voodoo,voodooed
vote,voted
vouch,vouched
vouchsafe,vouchsafed
vow,vowed
voyage,voyaged
vulcanize,vulcanized
vulgarize,vulgarized
wad,wadded
waddle,waddled
wade,waded
waffle,waffled
waft,wafted
wag,wagged
wage,waged
wager,wagered
waggle,waggled
wail,wailed
wainscot,wainscoted
wait,waited
waive,waived
wake,woke
waken,wakened
wale,waled
walk,walked
wall,walled
wallop,walloped
wallow,wallowed
wallpaper,wallpapered
waltz,waltzed
wander,wandered
wane,waned
wangle,wangled
want,wanted
wanton,wantoned
war,warred
warble,warbled
ward,warded
warehouse,warehoused
warm,warmed
warn,warned
warp,warped
warrant,warranted
warranty,warrantied
wash,washed
wassail,wassailed
waste,wasted
watch,watched
water,watered
+waterboard,waterborded
watermark,watermarked
waterproof,waterproofed
wattle,wattled
wave,waved
waver,wavered
waylay,waylaid
weaken,weakened
wean,weaned
wear,wore
weary,wearied
weasel,weaseled
weather,weathered
weatherize,weatherized
weatherproof,weatherproofed
weatherstrip,weatherstripped
web,webbed
+webcast,webcast
wed,wedded
wedge,wedged
wee,weed
weed,weeded
weekend,weekended
ween,weened
weep,wept
weigh,weighed
weight,weighted
+weird,weirded
welch,welched
welcome,welcomed
weld,welded
well,welled
welsh,welshed
welt,welted
welter,weltered
wend,wended
westernize,westernized
wet,wet
whack,whacked
whale,whaled
wham,whammed
wheedle,wheedled
wheel,wheeled
wheeze,wheezed
whelm,whelmed
whelp,whelped
whet,whetted
whiff,whiffed
while,whiled
whimper,whimpered
whine,whined
whinny,whinnied
whip,whipped
whipsaw,whipsawed
whir,whirred
whirl,whirled
whirr,whirred
whisk,whisked
whisper,whispered
whistle,whistled
whiten,whitened
whitewash,whitewashed
whittle,whittled
whiz,whizzed
whizz,whizzed
wholesale,wholesaled
whoop,whooped
whoosh,whooshed
widen,widened
widow,widowed
wield,wielded
wig,wigged
wiggle,wiggled
wigwag,wigwagged
wildcat,wildcatted
wile,wiled
will,willed
wilt,wilted
wimple,wimpled
win,won
wince,winced
winch,winched
windmill,windmilled
windsurf,windsurfed
wine,wined
wing,winged
wink,winked
winkle,winkled
winnow,winnowed
winter,wintered
winterize,winterized
wipe,wiped
wire,wired
wiretap,wiretapped
wisecrack,wisecracked
wish,wished
@wit,wist
witch,witched
withdraw,withdrew
withe,withed
wither,withered
withhold,withheld
withstand,withstood
witness,witnessed
wive,wived
wobble,wobbled
wolf,wolfed
womanize,womanized
wonder,wondered
woo,wooed
wood,wooded
woof,woofed
word,worded
work,worked
worm,wormed
worry,worried
worsen,worsened
worship,worshiped
worst,worsted
wound,wounded
wow,wowed
wrangle,wrangled
wrap,wrapped
wreak,wreaked
wreathe,wreathed
wreck,wrecked
wrench,wrenched
wrest,wrested
wrestle,wrestled
wriggle,wriggled
wring,wrung
wrinkle,wrinkled
write,wrote
writhe,writhed
wrong,wronged
xerox,xeroxed
yacht,yachted
yack,yacked
yak,yakked
yammer,yammered
yank,yanked
yap,yapped
yaw,yawed
yawn,yawned
yearn,yearned
yell,yelled
yellow,yellowed
yelp,yelped
yes,yessed
yield,yielded
yip,yipped
yodel,yodeled
yoke,yoked
yowl,yowled
yuck,yucked
